x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
9.975352133559392,0.0482183513545736,0.5660837104214496,10.00000000000002,0.0015736624607596847,0.31729782170754367
15.021899857204536,0.02310900122180086,0.5410614241674319,15.128443053611093,0.0006480950273134918,0.20847475849103875
20.062147834064536,0.04066481596481098,0.5374967866814861,20.205553097986094,0.0004528602350441219,0.15502921850050788
24.924468605496358,-0.040473240147676635,0.5146575311501209,25.16775431470035,6.940620839146635e-05,0.12259452810198132
9.971782095506931,1.9821448683146543,0.5206511572266477,10.28747842482375,0.058614309486182355,0.07036494964262191
15.001700108723849,2.0003864283110557,0.5236741185892626,15.245993376540827,0.026577304395578975,0.09933479864250759
19.991716537639487,1.9940629519465154,0.5226444441451559,20.27792399703724,0.015108540596275559,0.09478988637993513
24.946447973869596,2.0815930190993175,0.530635476568623,25.20115925294013,0.010036251429787908,0.0850593646948197
10.033694822745314,3.972480052192806,0.5349578864544453,11.08769416836369,0.10279429366023946,-0.12501011715795587
15.010712586144754,4.004677641486791,0.5234972445047985,15.729582155835578,0.05010930398580583,-0.0008557723200034052
19.917579825729906,4.053680042954497,0.5265397234296505,20.52466275843717,0.02958439055999073,0.03527659122737182
24.987690161586265,3.9916999505980746,0.5229000018897185,25.543297770996546,0.018800715817230976,0.04750751098144052
10.01866510517069,6.004814533505456,0.5183921334244985,12.249438857228958,0.13207408248643168,-0.27428922773074926
14.98862613133038,5.991226410357171,0.5248160422552792,16.535938235766984,0.06924423592936516,-0.0863422785748605
20.01442027164665,6.0067671107275835,0.5233060851224165,21.23271362632658,0.04140204178791284,-0.017703778396035937
24.998338724667242,5.997352722087877,0.5235621854299444,26.009046544833616,0.027285850882345728,0.011507045054418318
10.04011802082246,8.017131894913112,0.5076867575242225,13.806126178527274,0.14561700178565903,-0.35275384682148514
14.963979148864171,7.974972375534184,0.5303378183744836,17.667338175004062,0.08318912494381911,-0.1537267298194479
20.045725182938824,8.023486945646201,0.5201839069343559,22.12636429904357,0.05173969669894259,-0.0655754708301766
25.00468746635823,8.00036398460779,0.5234938146870878,26.74008915852091,0.034867425244601645,-0.02199309906456299
10.065138949829223,10.03244363616001,0.4937588249321516,15.70194036025467,0.14847998727328832,-0.39355037236614854
15.053732120311976,10.026401491912152,0.5111826366036225,19.10546105222683,0.09205576730549955,-0.20458802229704195
19.965550451103933,9.977668905006208,0.5278605653376056,23.140821408702998,0.06010674632014165,-0.1034057765252124
